Codice;Ragione Sociale;Indirizzo;CAP;Località;Provincia;Nazione;Codice Fiscale;Partiva IVA;Pagamento;Fido;Tipologia cliente;
01137;NEW CAR DI ACCINNO GIUSEPPE             ;VIA NOVARA 40                           ;20147;MILANO                             ;MI;ITA;12345120153     ;12345120153;RI.BA   60 gg fm              ;            0,00;Agente                        ;
03915;NUOVA STAA POMPE SRL                    ;ZONA ASI SN - VIA DELLA CHIMICA         ;72015;FASANO                             ;BR;ITA;01490340740     ;01490340740;RI.BA   60 gg fm              ;        15000,00;Modulo Valore Più             ;
05381;OFFICINA MECCANICA MANGIALAVORI GIUSEPPE;VIA V. CIMATO 39                        ;89841;MESIANO DI FILINDARI               ;VV;ITA;MNGGPP60L16H516L;01249830793;RI.BA   90 gg fm              ;         5000,00;Trade                         ;
04882;PAPPALARDO RICAMBI SRL                  ;VIA VITTORIO EMANUELE 22                ;95038;SANTA MARIA DI LICODIA             ;CT;ITA;04658300878     ;04658300878;RI.BA   60 gg fm              ;         4800,00;SPI                           ;
05390;RICAMBI AUTO MARIANO GAETANO            ;VIA S. ROCCO 5                          ;87020;TORTORA MARINA                     ;CS;ITA;MRNGTN58H19L305X;01225080785;RI.BA 120 gg fm               ;         5000,00;Trade                         ;
00254;RIMAT SRL                               ;S.P. 231 KM.76+977                      ;70032;BITONTO                            ;BA;ITA;00255020729     ;00255020729;RI.BA   60 gg fm              ;       519434,00;Texaco                        ;
03509;SACER SPA                               ;VIA SEBASTIANO VALFRE' 14               ;10129;TORINO                             ;TO;ITA;04323390015     ;04323390015;RI.BA   60 gg fm              ;        15000,00;Modulo Valore Più             ;
00562;SAFFIOTI RICAMBI SRL                    ;VIA ASPROMONTE 9                        ;89015;PALMI                              ;RC;ITA;02059320800     ;02059320800;RI.BA   60 gg fm              ;        44988,00;SPI                           ;
00349;SARAT SRL                               ;VIA ROMAIRONE 42 - UNITA' T5            ;16163;GENOVA                             ;GE;ITA;00318720109     ;00318720109;RI.BA   60 gg fm              ;        40000,00;Texaco                        ;
05382;SO.BER. AUTO DI SOTTILARO FRANCESCO & C.;VIALE ITALIA 48/50                      ;89018;VILLA SAN GIOVANNI                 ;RC;ITA;02288190800     ;02288190800;RI.BA   60 gg fm              ;         5000,00;Trade                         ;
04626;SP PARTS SRL                            ;VIA DELL'ASPO 1 - FRAZ. LU BATTENTE     ;63100;ASCOLI PICENO                      ;AP;ITA;01737820447     ;01737820447;RI.BA   60 gg fm              ;        46000,00;SPI                           ;
00298;UNICOOP FIRENZE S.C.                    ;VIA SANTA REPARATA 43                   ;50129;FIRENZE                            ;FI;ITA;00407780485     ;00407780485;Bonifico B. 90 gg fm          ;      7500000,00;GD                            ;
05389;AUTORICAMBI CONFORTI FRANCO             ;VIA MARCONI 43                          ;87036;RENDE                              ;CS;ITA;01689160784     ;01689160784;RI.BA 120 gg fm               ;        16000,00;Trade                         ;
00880;METRO ITALIA CASH&CARRY MAG.27 BRESCIA  ;VIA NOCE 116/F/1                        ;25100;BRESCIA                            ;BS;ITA;02827030962     ;02827030962;Bonifico B. 60 gg fm          ;            0,00;GD                            ;
00301;COOP ITALIA SOCIETA' COOPERATIVA        ;VIA NOTTINGHAM 27                       ;59100;PRATO                              ;PO;ITA;03059440481     ;03059440481;Bonifico B. 90 gg fm          ;      1590000,00;GD                            ;
04307;SOCEP SAS DI COLOMBO ROSSANA E ALICE    ;VIA LUIGI MAINO 8                       ;21052;BUSTO ARSIZIO                      ;VA;ITA;00181750126     ;00181750126;RI.BA   30 gg fm              ;        11000,00;Modulo Valore Più             ;
04017;A.L.A. SRL                              ;VIA DE' BROZZI 94/2                     ;48022;LUGO                               ;RA;ITA;00693690398     ;00693690398;RI.BA   60 gg fm              ;        15000,00;SPI                           ;
04959;OTTIMAX ITALIA SPA                      ;VIA VINCENZO TINEO 97                   ;00172;ROMA                               ;RM;ITA;12491691007     ;12491691007;RI.BA 120 gg fm               ;            0,00;DO                            ;
03297;LILLO SPA                               ;ZONA ASI - CAPANNONE N.18               ;81030;GRICIGNANO D'AVERSA                ;CE;ITA;06744850634     ;02322740610;Bonifico B. 90 gg fm          ;      2565000,00;DO                            ;
04785;ARMANDO OFFICIO & C. SAS                ;VIALE LOMBARDIA 51                      ;20047;BRUGHERIO                          ;MI;ITA;10906310155     ;10906310155;RI.BA   60 gg fm              ;       220000,00;SPI                           ;
04214;BIASIONI FABRIZIO & C. SNC              ;VIA ROMA 94/A                           ;38052;CALDONAZZO                         ;TN;ITA;01096280225     ;01096280225;RI.BA   60 gg fm              ;         2000,00;DO                            ;
03674;BRICO SILVANO SRL                       ;STR. PROV. PER VIGUZZOLO 2              ;15057;TORTONA                            ;AL;ITA;02081730067     ;02081730067;RI.BA 120 gg fm               ;        15000,00;DO                            ;
03019;BRUSAMOLINO PETROLI SRL                 ;VIA DEL LAVORO 11                       ;24045;CANONICA D'ADDA                    ;BG;ITA;02140750163     ;02140750163;RI.BA   90 gg fm              ;       150000,00;SPI                           ;
04317;CAAT - CONSORZIO AUTORIPARATORI         ;VIA BRENNERO 182                        ;38121;TRENTO                             ;TN;ITA;01607310222     ;01607310222;RI.BA   60 gg fm              ;       111328,00;Modulo Valore Più             ;
03024;CASA MIA DI BERGONZI MARIANORA          ;CORSO ROMA 7                            ;29024;FERRIERE                           ;PC;ITA;BRGMNR64C62G842U;01576770331;RI.BA   60 gg fm              ;         2000,00;DO                            ;
03257;CHISARI SPA                             ;VIA PASSO DEL FICO - CENTRO COMM. B6 N.5;95121;CATANIA                            ;CT;ITA;02409650872     ;02409650872;RI.BA   90 gg fm              ;       428121,00;SPI                           ;
00375;CO.F.RA. COOP. FAENTINE RAGG. S.C.R.L.  ;VIA VOLTA 11                            ;48018;FAENZA                             ;RA;ITA;00166410399     ;00166410399;RI.BA 120 gg fm               ;       730000,00;DO                            ;
05362;CONVENIENZA SRL                         ;VIA SETTEVALLI 264                      ;06129;PERUGIA                            ;PG;ITA;03190690549     ;03190690549;Bonifico B. 90 gg fm          ;        10000,00;DO                            ;
04805;CREVACUORE PETROLI SRL                  ;VIA ROMA 6                              ;13010;GUARDABOSONE                       ;VC;ITA;02157960028     ;02157960028;RI.BA   90 gg fm              ;         3500,00;Texaco                        ;
04446;EDIL BRUNO SRL                          ;VIA E. CODIGLIONE                       ;84040;CAPACCIO SCALO                     ;SA;ITA;03622000655     ;03622000655;RI.BA   60 gg fm              ;            0,00;DO                            ;
02927;ESSEGROUP SRL                           ;VIALE DELL' AGRICOLTURA 15              ;37045;LEGNAGO                            ;VR;ITA;02636080232     ;02636080232;RI.BA   60 gg fm              ;        25000,00;SPI                           ;
04729;FARESIN INDUSTRIES SPA                  ;VIA DELL'ARTIGIANATO 36                 ;36042;BREGANZE                           ;VI;ITA;03542090281     ;03542090281;RI.BA   90 gg fm              ;      3600000,00;Texaco                        ;
05163;FIRMIN SRL                              ;VIA AI VODI 6                           ;38015;LAVIS                              ;TN;ITA;00383900222     ;00383900222;RI.BA   30 gg fm              ;        50000,00;Texaco                        ;
05308;G.E.A. GESTIONE ENERGETICA AMBIENTA SRL ;PIAZZA GARIBALDI 12                     ;47030;SOGLIANO AL RUBICONE               ;FC;ITA;04139500401     ;04139500401;RI.BA   60 gg fm              ;            0,00;Texaco                        ;
00669;GIMA AUTOFFICINA SDF DI QUATTRO E FLORIS;VIA DEL LAVORO 14                       ;20084;LACCHIARELLA                       ;MI;ITA;05001020154     ;05001020154;Bonifico B. 90 gg fm          ;            0,00;Agente                        ;
03139;SACIR EST PRODOTTI PER AUTO SRL         ;VIA DELLA MALPAGA 9                     ;20088;ROSATE                             ;MI;ITA;11557210157     ;11557210157;RI.BA   60 gg fm              ;            0,00;Texaco                        ;
04728;SAVIOLI ODDINO SNC DI SAVIOLI LAMBERTO&C;VIA LEONARDO DA VINCI 2                 ;42047;ROLO                               ;RE;ITA;01198670356     ;01198670356;Bonifico B. 90 gg fm          ;       430000,00;Texaco                        ;
04400;SCARPARI ROMANO DI SCARPARI P. E C. SNC ;VIA UCCELLI 6/A                         ;46029;SUZZARA                            ;MN;ITA;01661040202     ;01661040202;RI.BA   90 gg fm              ;        19474,00;Texaco                        ;
04764;STAFFLER GMBH-SRL                       ;DRUSUSSTR 291 VIA DRUSO                 ;39100;BOLZANO                            ;BZ;ITA;02469660217     ;02469660217;RI.BA   90 gg fm              ;        75000,00;SPI                           ;
01050;CONAD ADRIATICO SOC.COOP.A.R.L.         ;VIA A. MANZONI SNC - FRAZIONE STELLA    ;63077;MONSAMPOLO DEL TRONTO              ;AP;ITA;00105820443     ;00105820443;Bonifico B. 60 gg fm          ;       761577,00;GD                            ;
03963;AGRIFER SAS DI GIOVANNI CILLI & C.      ;VIA CERRETO 7                           ;66023;FRANCAVILLA AL MARE                ;CH;ITA;01533600696     ;01533600696;RI.BA   60 gg fm              ;         2000,00;DO                            ;
04519;ALDO ROMEO SRL                          ;VIALE G. MARCONI 112                    ;80020;CASAVATORE                         ;NA;ITA;00958060618     ;00958060618;RI.BA   90 gg fm              ;      1089663,00;SPI                           ;
00988;AREA 325 SRL                            ;S.S. 16 KM 405+200                      ;64018;TORTORETO                          ;TE;ITA;00896760675     ;00896760675;RI.BA   30 gg fm              ;            0,00;DO                            ;
01316;AUTOFF. CARROZZERIA MASSIMO             ;VIA LODOVICO IL MORO 59/61              ;20143;MILANO                             ;MI;ITA;PPLMSM54D22C352E;10593340150;Bonifico B. 60 gg fm          ;            0,00;Agente                        ;
05313;AUTOFF. ELETTRAUTO F.M.I. INNOCENTINI   ;VIA A. MORO 43/45                       ;87046;MONTALTO UFFUGO                    ;CS;ITA;NNCMSM77T18D086D;03291280786;Bonifico B. 90 gg fm          ;         5000,00;Trade                         ;
05392;AUTORICAMBI D'AVENIA GIUSEPPE           ;VIALE EUROPA 81                         ;89123;REGGIO CALABRIA                    ;RC;ITA;01300380803     ;01300380803;RI.BA   60 gg fm              ;         5000,00;Trade                         ;
05317;AVOLIO GENNARO SAS & C.                 ;VIA DOMITIANA KM 2                      ;81037;SESSA AURUNCA                      ;CE;ITA;03001950611     ;03001950611;Bonifico B. 60 gg fm          ;        23000,00;DO                            ;
04460;BRACCIALARGHE CLAUDIO & C. SNC          ;VIA CAVOUR 20                           ;63821;PORTO  SANT' ELPIDIO               ;FM;ITA;01303210445     ;01303210445;RI.BA   60 gg fm              ;         2000,00;DO                            ;
02635;C.A.F. FERRAMENTA DI ATTOLI C. & C. SNC ;VIA REGINA ELENA 31                     ;09070;RIOLA SARDO                        ;OR;ITA;00620060954     ;00620060954;RI.BA   90 gg fm              ;        15000,00;DO                            ;
02420;C.B.L. SRL                              ;VIA CESARE BATTISTI 55                  ;24062;COSTA VOLPINO                      ;BG;ITA;01227380167     ;01227380167;RI.BA   60 gg fm              ;        15000,00;DO                            ;
03936;CASA GIARDINO DI MARCENO' STEFANUCCIO   ;VIA VILLAGRAZIA 215/F                   ;90126;PALERMO                            ;PA;ITA;00135480820     ;00135480820;RI.BA   60 gg fm              ;        15000,00;DO                            ;
05014;CO.BA. DI G. DE FILIPPO                 ;VIA AMERIGO VESPUCCI 5/7                ;60018;MARINA DI MONTEMARCIANO            ;AN;ITA;DFLGRG57L03H501J;02002040422;RI.BA   60 gg fm              ;            0,00;Trade                         ;
04228;CO.IN.TEK SRL                           ;C.DA TRE FONTANE 43                     ;74122;TARANTO                            ;TA;ITA;02813380736     ;02813380736;RI.BA   60 gg fm              ;         2000,00;DO                            ;
03765;DEFI' - BRICO' SRL                      ;VIA DEL COMMERCIO SNC                   ;60021;CAMERANO                           ;AN;ITA;01432200432     ;01432200432;RI.BA 120 gg fm               ;        25000,00;DO                            ;
03844;EDISON STORE DI LICARI E.A. SRL         ;VIA NAZIONALE 104                       ;90045;CINISI                             ;PA;ITA;05065690827     ;05065690827;RI.BA   60 gg fm              ;         3000,00;DO                            ;
05199;ELETTRAUTO PIRILLO ANGELO               ;C.DA CUGNO DELLA MACCHIA                ;87076;VILLAPIANA SCALO                   ;CS;ITA;PRLBGL57T05D005X;02242800783;Anticipato                    ;            0,00;Trade                         ;
05129;EUROVEICOLI SRL                         ;VIA SALICE 22/24                        ;80013;CASALNUOVO DI NAPOLI               ;NA;ITA;02969211214     ;02969211214;RI.BA   90 gg fm              ;       100000,00;SPI                           ;
05366;FABIO PONTILLO                          ;C.DA SANTA COLOMBA 107                  ;82100;BENEVENTO                          ;BN;ITA;01492090624     ;01492090624;RI.BA   60 gg fm              ;         5000,00;DO                            ;
04119;FERRAMENTA MESTICHERIA DI RINALDI       ;VIA TRENTO 184                          ;53048;PIEVE DI SINALUNGA                 ;SI;ITA;00292000528     ;00292000528;RI.BA   90 gg fm              ;            0,00;DO                            ;
04215;FERRAMENTA SEGNANA DARIO SNC            ;VIA TEMANZA 15                          ;38051;BORGO VALSUGANA                    ;TN;ITA;01383530225     ;01383530225;RI.BA   60 gg fm              ;         2000,00;DO                            ;
04039;FONTANI SNC DI FONTANI ROBERTO & C.     ;VIA DELLA REPUBBLICA 41 - LOC. CAFAGGIO ;57021;CAMPIGLIA MARITTIMA                ;LI;ITA;00905680492     ;00905680492;RI.BA   60 gg fm              ;        15000,00;DO                            ;
00510;GASPARINI MARKET SRL                    ;LOCALITA' SAMBOSETO 21                  ;43011;BUSSETO                            ;PR;ITA;02328120346     ;02328120346;RI.BA   60 gg fm              ;         5000,00;DO                            ;
05364;HAPPY SHOPPING DI DU XIANGLAN           ;ZONA INDUSTRIALE DI TITO SCALO          ;85100;TITO                               ;PZ;ITA;DUXXGL63C51Z210F;02221580976;Bonifico B. 60 gg fm          ;         5000,00;DO                            ;
04266;IL MAGAZZINO SNC DI MARTINI M. & PARTI A;VIALE A. MORO 5/A                       ;52022;CAVRIGLIA                          ;AR;ITA;01363540517     ;01363540517;RI.BA   60 gg fm              ;         2000,00;DO                            ;
05077;INTERNATIONAL RICAMBI DI IOVINE IANNELLO;VIA C. COLOMBO 180                      ;62012;CIVITANOVA MARCHE                  ;MC;ITA;VNINLL73L25C495M;01372680437;RI.BA   60 gg fm              ;        46000,00;Trade                         ;
04097;IORIATTI ARRIGO & C. SNC                ;VIA DEL FERAR 7                         ;38042;BASELGA DI PINE'                   ;TN;ITA;02120480229     ;02120480229;RI.BA   60 gg fm              ;        15000,00;DO                            ;
01582;COOP SICILIA SPA                        ;VIA  ALESSANDRO MANZONI  S.N.           ;95037;SAN GIOVANNI LA PUNTA              ;CT;ITA;05314510826     ;05314510826;Bonifico B. 90 gg fm          ;       750000,00;GD                            ;
05393;LA.FER SRL                              ;VIALE CROTONE 37M                       ;88100;CATANZARO                          ;CZ;ITA;03350990796     ;03350990796;RI.BA   90 gg fm              ;         5000,00;Trade                         ;
05193;M.A.F. SRL                              ;VIA PONTIDIA 7                          ;63074;SAN BENEDETTO DEL TRONTO           ;AP;ITA;01650940446     ;01650940446;RI.BA   90 gg fm              ;       304000,00;SPI                           ;
05372;MA GUOXUE                               ;ZONA INDUSTRIALE BACCARA SN             ;08048;TORTOLI'                           ;OG;ITA;MAXGXU70P67Z210N;03529820924;Bonifico B. 90 gg fm          ;            0,00;DO                            ;
04924;MARKETQUARRATA SRL                      ;VIA G. VALENTINI 23/A                   ;59100;PRATO                              ;PO;ITA;02240590972     ;02240590972;RI.BA   90 gg fm              ;            0,00;DO                            ;
04015;MASSIMO BENASSI                         ;VIA MICHELE DI LANDO 5/B                ;50033;FIRENZUOLA                         ;FI;ITA;BNSMSM71H22D613Z;05576210487;Anticipato                    ;         2000,00;DO                            ;
02577;NARDIN SRL                              ;VIA MONARA 17                           ;31050;PADERNO DI PONZANO VENETO          ;TV;ITA;04108510266     ;04108510266;RI.BA   60 gg fm              ;        15000,00;DO                            ;
02989;NELSA SRL                               ;VIA VARESINA 118                        ;22075;LURATE CACCIVIO                    ;CO;ITA;00419700133     ;00419700133;RI.BA   60 gg fm              ;       100000,00;Modulo Valore Più             ;
02881;NT SRL MATERIALE PER L'EDILIZIA         ;VIA ALPI GRAIE 1                        ;10098;RIVOLI                             ;TO;ITA;05814570015     ;05814570015;RI.BA   60 gg fm              ;         2000,00;DO                            ;
05204;NUOVA CASA DEL FRENO SRL                ;VIA ASCIANO 9                           ;00148;ROMA                               ;RM;ITA;06655360581     ;01590431001;RI.BA   90 gg fm              ;        91000,00;SPI                           ;
03928;ONORANZE FUNEBRI DANTONI                ;VIA FRATELLI ROSSELLI 5                 ;20019;SETTIMO MILANESE                   ;MI;ITA;DNTRCR70D28F205L;07607220964;Bonifico B. 60 gg fm          ;            0,00;Agente                        ;
01168;PANARELLO SRL                           ;VIA DEL PROGRESSO 374                   ;88046;LAMEZIA TERME                      ;CZ;ITA;01971280795     ;01971280795;RI.BA   60 gg fm              ;         3000,00;DO                            ;
03061;PIZZUTILO VITO & C. SNC                 ;PIAZZA SAN DOMENICO 13                  ;70017;PUTIGNANO                          ;BA;ITA;00860700723     ;00860700723;RI.BA   90 gg fm              ;        15000,00;DO                            ;
02029;REAM DI RICCI ENNIO & C. SAS            ;PIAZZA TONIOLO 14/15                    ;56100;PISA                               ;PI;ITA;00110010501     ;00110010501;RI.BA   60 gg fm              ;        15000,00;SPI                           ;
02385;RIBONI SRL                              ;V.LE INDUSTRIE 3                        ;21018;SESTO CALENDE                      ;VA;ITA;00222700122     ;00222700122;RI.BA   60 gg fm              ;        15000,00;DO                            ;
02773;RISTUCCI MARIO                          ;C.DA S. PIETRO 16                       ;87030;FALCONARA ALBANESE                 ;CS;ITA;RSTMRA55C05D473S;00412920787;RI.BA   60 gg fm              ;        15000,00;Trade                         ;
05185;RIVIERA RICAMBI SRL                     ;CORSO MAZZINI 186                       ;67034;SAN BENEDETTO DEL TRONTO           ;AP;ITA;02099580447     ;02099580447;RI.BA   60 gg fm              ;        11500,00;Trade                         ;
00042;S.I.EL. SRL                             ;VIA I MAGGIO 14                         ;40060;TOSCANELLA DI DOZZA                ;BO;ITA;00746550975     ;01638571206;RI.BA 120 gg fm               ;       660000,00;DO                            ;
04164;TIS ZARRELLI SNC                        ;C.DA PIANELLE S.N.                      ;86048;SANT'ELIA A PIANISI                ;CB;ITA;01455610707     ;01455610707;RI.BA   60 gg fm              ;         2000,00;DO                            ;
01518;UNICOOP TIRRENO SRL                     ;S.S.  AURELIA KM. 237 SNC               ;57025;FRAZ. VIGNALE RIOTORTO - PIOMBINO  ;LI;ITA;00103530499     ;00103530499;Bonifico B. 90 gg fm          ;      7500000,00;GD                            ;
02771;VERAEDIL SNC DI ROSOLINO E G. VERACE    ;VIALE VENERE 12                         ;90159;PALERMO                            ;PA;ITA;04015770821     ;04015770821;RI.BA   60 gg fm              ;        15000,00;DO                            ;
02648;VISCOMI AGOSTINO                        ;VIA NAZIONALE 104                       ;88070;BOTRICELLO                         ;CZ;ITA;VSCGTN43B24B085I;00321090797;Anticipato                    ;        25000,00;DO                            ;
00980;DRESTI EGIDIO AUTORIPARAZIONI           ;VIA ZECCA VECCHIA 3                     ;20123;MILANO                             ;MI;ITA;DRSGDE57T13E269B;11400050156;Bonifico B. 60 gg fm          ;            0,00;Agente                        ;
03929;TOP CAR SRL                             ;VIALE NAVIGAZIONE INTERNA 68            ;35129;PADOVA                             ;PD;ITA;02322920287     ;02322920287;RI.BA   30 gg fm              ;       335000,00;SPI                           ;
02906;BRONCHI COMBUSTIBILI SRL                ;VIA SIENA 355                           ;47032;BERTINORO                          ;FC;ITA;01252710403     ;01252710403;RI.BA   30 gg fm              ;       492500,00;Texaco                        ;
05174;BUGIANTELLA SNC DI BUGIANTELLA A. & C.  ;VIA DELL'INDUSTRIA 37                   ;06050;COLLAZZONE                         ;PG;ITA;02524850548     ;02524850548;Anticipato                    ;            0,00;Trade                         ;
03009;SEREDIL DI SERRATORE MAURO & C. SAS     ;C.DA GIARDINI                           ;88025;MAIDA                              ;CZ;ITA;02600730796     ;02600730796;Anticipato                    ;         2000,00;DO                            ;
03554;LARIOLUX SPA                            ;VIA P. PAOLI 55/A                       ;22100;COMO                               ;CO;ITA;00736540139     ;00736540139;RI.BA   60 gg fm              ;        15000,00;Modulo Valore Più             ;
00468;LOPRESTI SAS DI LOPRESTI ALBERTO & C.   ;VIA COLOMBO 14                          ;20092;CINISELLO BALSAMO                  ;MI;ITA;09497940156     ;02522810965;RI.BA   90 gg fm              ;        15000,00;Texaco                        ;
00570;METRO ITALIA CASH&CARRY MAG.10 CINISELLO;VIA GOZZANO 19                          ;20092;CINISELLO BALSAMO                  ;MI;ITA;02827030962     ;02827030962;Bonifico B. 60 gg fm          ;            0,00;GD                            ;
02284;MORATTI E CATELLANI SRL                 ;VIA U. DEGOLA 4                         ;42124;REGGIO EMILIA                      ;RE;ITA;01113230351     ;01113230351;RI.BA   60 gg fm              ;        15000,00;Modulo Valore Più             ;
00187;TRENTO SVILUPPO SRL                     ;VIA INNSBRUCK  2                        ;38121;TRENTO                             ;TN;ITA;01542000227     ;01542000227;Bonifico B. 90 gg fm          ;            0,00;GD                            ;
04513;V.I.D.O.L. DI FACCHINI RITA             ;VIA BRIGNANI 9                          ;48022;LUGO                               ;RA;ITA;FCCRTI53B51E730B;00956080394;RI.BA   90 gg fm              ;        10539,00;Texaco                        ;
04894;MITROVICH  P.I. LUIGI  & C. S.n.c.      ;VIALE  MILANO  53                       ;36100;VICENZA                            ;VI;ITA;01777680248     ;01777680248;RI.BA   90 gg fm              ;       120000,00;Texaco                        ;
02788;AGRICENTER DI BERTI & C. SNC            ;P.ZA INDIPENDENZA 17-V.CIRCONVAL NORD1/3;58031;ARCIDOSSO                          ;GR;ITA;01228220537     ;01228220537;RI.BA   60 gg fm              ;         2000,00;DO                            ;
03977;COLFER SRL                              ;VIA S. PERTINI 23                       ;43044;COLLECCHIO                         ;PR;ITA;00779400340     ;00779400340;RI.BA   60 gg fm              ;        15000,00;DO                            ;
02457;DE ANGELIS SRL                          ;LOC. SAN DONATO VIA URBINATE 1          ;61029;URBINO                             ;PU;ITA;01125480416     ;01125480416;RI.BA   60 gg fm              ;        15000,00;SPI                           ;
04291;F.LLI ROSSI DI STEFANO E SIMONE ROSSI SN;VIA BOSCONI 13                          ;50014;FIESOLE                            ;FI;ITA;04380200487     ;04380200487;RI.BA   60 gg fm              ;         2000,00;DO                            ;
02247;FRENOCAR SPA                            ;VIA A. SANGIORGIO 12                    ;20145;MILANO                             ;MI;ITA;02228370157     ;02228370157;RI.BA   60 gg fm              ;        15000,00;Modulo Valore Più             ;
00396;G.A. SRL                                ;STRADA DI CERCHIAIA 15                  ;53100;SIENA                              ;SI;ITA;00838710523     ;00838710523;RI.BA   60 gg fm              ;         2000,00;DO                            ;
02395;IDEAL GARDEN DI BRENCIO ROSANNA         ;VIA CASILINA 2023/2025                  ;00132;ROMA                               ;RM;ITA;BRNRNN49P58D451T;06882220582;RI.BA   60 gg fm              ;         2000,00;DO                            ;
05363;IPERSHOP SRL                            ;VIA DELLA PIAGGIOLA                     ;06024;GUBBIO                             ;PG;ITA;03328180546     ;03328180546;Bonifico B. 90 gg fm          ;            0,00;DO                            ;
04268;LUBRIFICANTI FIRENZE SRL                ;VIA PETRARCA 134                        ;50041;CALENZANO                          ;FI;ITA;04070390481     ;04070390481;RI.BA   60 gg fm              ;        21000,00;Texaco                        ;
04906;MERCATONE JIALE DI ZHAO MEI CHUM        ;VIA UGIONE 1/3                          ;57100;LIVORNO                            ;LI;ITA;ZHAMHN75P502210G;01772650493;Bonifico B. 90 gg fm          ;         3000,00;DO                            ;
04379;MERCATONE JIALE DKI ZHAO WENJING        ;VIA AURELIA NORD 205                    ;58100;GROSSETO                           ;GR;ITA;ZHAWJN79P52ZZ10C;01693640490;Bonifico B. 90 gg fm          ;         2000,00;DO                            ;
05371;MERCATONE ZHANG AILIU                   ;VIA CONSOLARE RSM 51                    ;47900;RIMINI                             ;RN;ITA;ZHNLAI69563Z210Y;05860020964;Bonifico B. 90 gg fm          ;            0,00;DO                            ;
00591;METRO ITALIA CASH&CARRY MAG.14 RM LAURE ;VIA LAURENTINA KM. 9                    ;00143;LOC. CECCHIGNOLETTA - ROMA         ;RM;ITA;02827030962     ;02827030962;Bonifico B. 60 gg fm          ;            0,00;GD                            ;
02690;QUADRIFER SRL                           ;VIA ALCIDE DE GASPERI 35                ;21012;CASSANO MAGNAGO                    ;VA;ITA;02007820125     ;02007820125;RI.BA   60 gg fm              ;        15000,00;DO                            ;
04795;R.A.L. SRL                              ;VIA VENZONE 5                           ;31100;TREVISO                            ;TV;ITA;03855550269     ;03855550269;RI.BA   60 gg fm              ;        13000,00;SPI                           ;
05365;REA SRL                                 ;VIA GIARRE DI SICILIA 2                 ;36020;CISMON DEL GRAPPA                  ;VI;ITA;03104360247     ;03104360247;RI.BA   60 gg fm              ;        15500,00;DO                            ;
04189;RISPARMIO CASA CAPENA SRL               ;V.G. DONIZETTI 8/A                      ;00041;ALBANO LAZIALE                     ;RM;ITA;011566121007    ;11566121007;Bonifico B. 90 gg fm          ;         5000,00;DO                            ;
02027;SIRE SPA                                ;VIA GRECIA 4 Z.I.                       ;35127;PADOVA                             ;PD;ITA;00347430282     ;00347430282;RI.BA   60 gg fm              ;        20000,00;SPI                           ;
02341;TEC GEST SRL                            ;VIA SAN VINCENZO 24                     ;67100;FRAZIONE  PAGANICA                 ;AQ;ITA;01799610660     ;01799610660;RI.BA   90 gg fm              ;        25000,00;DO                            ;
02672;TONELLI & NICOLINI SNC                  ;VIA MAESTRI DEL LAVORO 19               ;60033;CHIARAVALLE                        ;AN;ITA;00191390426     ;00191390426;RI.BA   60 gg fm              ;        15000,00;DO                            ;
00854;METRO ITALIA CASH&CARRY MAG.26 CASTELMAG;VIA SALICETO 1                          ;40013;CASTELMAGGIORE                     ;BO;ITA;02827030962     ;02827030962;Bonifico B. 60 gg fm          ;            0,00;GD                            ;
00899;NORAUTO SPA                             ;CORSO SAVONA 85/1                       ;10024;MONCALIERI                         ;TO;ITA;06026940012     ;06026940012;Bonifico B. 60 gg fm          ;       730130,00;GD                            ;
00498;A. CANGIANIELLO SRL                     ;VIA NUOVA SAN MARZANO 286/298           ;80040;POGGIOMARINO                       ;NA;ITA;06048630633     ;01491271217;RI.BA 120 gg fm               ;        35000,00;DO                            ;
05277;ALCRO SRL                               ;VIA COLA DI RIENZO 217                  ;00192;ROMA                               ;RM;ITA;12832491000     ;12832491000;RI.BA 120 gg fm               ;            0,00;DO                            ;
05385;AUTORICAMBI PALMAROLA SRL               ;VIA COLOGNO MONZESE 4/D                 ;00136;ROMA                               ;RM;ITA;05866430589     ;01458531009;RI.BA   30 gg fm              ;        60000,00;Trade                         ;
03880;AUTORIPARATORI PRIMA PORTA SRL          ;VIA BOZZOLO 16                          ;00188;ROMA                               ;RM;ITA;05296291007     ;05296291007;RI.BA   90 gg fm              ;        15000,00;DO                            ;
00807;BONOLA & DOTTI SRL                      ;VIA BUGATTI 12 ANG.VIA TORTONA          ;20144;MILANO                             ;MI;ITA;04023550157     ;04023550157;Bonifico B. 60 gg df          ;        17102,00;Agente                        ;
04509;BRICO AMICO SRL                         ;VIA CELLETTA 43/F                       ;44011;ARGENTA                            ;FE;ITA;01874720384     ;01874720384;RI.BA   60 gg fm              ;         1500,00;DO                            ;
04762;BRICO IN SRL                            ;VIA GIUSEPPE VERDI 109                  ;57126;LIVORNO                            ;LI;ITA;01765090491     ;01765090491;RI.BA   60 gg fm              ;         5000,00;DO                            ;
01511;BRICOBERG SRL                           ;VIA CREMA 9/A                           ;24055;COLOGNO AL SERIO                   ;BG;ITA;03332710163     ;03332710163;RI.BA 120 gg fm               ;            0,00;DO                            ;
00409;BRICOLAND SRL                           ;VIA IV NOVEMBRE 119                     ;86100;CAMPOBASSO                         ;CB;ITA;00899470702     ;00899470702;RI.BA   60 gg fm              ;         5000,00;DO                            ;
