Cod.Cliente;Ragione sociale;Tipo pag.;Causale;Descrizione;Anno documento;Num.Documento;Num.Riferimento;Data registrazione;Data documento;Data scadenza;Valuta;Importo +/-(dare/avere);Condizioni pagamento;Causale movimento;Tipologia cliente;
03509;SACER SPA                               ;W;FVE;Fattura emessa SACER SPA;2014;037066;00037066;02/10/2014;02/10/2014;31/12/2014;Euro                          ;          734,81;RI.BA   60 gg fm              ;Fattura emessa                ;Modulo Valore Più             ;
00562;SAFFIOTI RICAMBI SRL                    ;W;FVE;Fattura emessa SAFFIOTI RICAMBI SRL;2014;037067;00037067;02/10/2014;02/10/2014;31/12/2014;Euro                          ;        11163,63;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
00349;SARAT SRL                               ;W;FVE;Fattura emessa SARAT SRL;2014;037068;00037068;02/10/2014;02/10/2014;31/12/2014;Euro                          ;          999,86;RI.BA   60 gg fm              ;Fattura emessa                ;Texaco                        ;
00601;SEA INGROSS SRL                         ;W;FVE;Fattura emessa SEA INGROSS SRL;2014;037069;00037069;02/10/2014;02/10/2014;28/02/2015;Euro                          ;          374,54;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
05382;SO.BER. AUTO DI SOTTILARO FRANCESCO & C.;W;FVE;Fattura emessa SO.BER. AUTO DI SOTTILARO FRAN;2014;037070;00037070;02/10/2014;02/10/2014;31/12/2014;Euro                          ;          854,83;RI.BA   60 gg fm              ;Fattura emessa                ;Trade                         ;
04626;SP PARTS SRL                            ;W;FVE;Fattura emessa SP PARTS SRL;2014;037071;00037071;02/10/2014;02/10/2014;31/12/2014;Euro                          ;           74,85;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
01187;COOP ESTENSE SOC. COOP. A.R.L.          ;B;FVE;Fattura emessa COOP ESTENSE SOC. COOP. A.R.L.;2014;037072;00037072;02/10/2014;02/10/2014;31/01/2015;Euro                          ;         1069,04;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
03610;TAGLIANDODIRETTO.IT SRL                 ;B;FVE;Fattura emessa TAGLIANDODIRETTO.IT SRL;2014;037073;00037073;02/10/2014;02/10/2014;28/02/2015;Euro                          ;            8,75;Bonifico B. 120 gg fm         ;Fattura emessa                ;DO                            ;
00298;UNICOOP FIRENZE S.C.                    ;B;FVE;Fattura emessa UNICOOP FIRENZE S.C.;2014;037074;00037074;02/10/2014;02/10/2014;31/01/2015;Euro                          ;          420,51;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
05389;AUTORICAMBI CONFORTI FRANCO             ;W;FVE;Fattura emessa AUTORICAMBI CONFORTI FRANCO;2014;037075;00037075;02/10/2014;02/10/2014;28/02/2015;Euro                          ;         2986,56;RI.BA 120 gg fm               ;Fattura emessa                ;Trade                         ;
03610;TAGLIANDODIRETTO.IT SRL                 ;B;FVE;Fattura emessa TAGLIANDODIRETTO.IT SRL;2014;037076;00037076;02/10/2014;02/10/2014;28/02/2015;Euro                          ;          123,27;Bonifico B. 120 gg fm         ;Fattura emessa                ;DO                            ;
00880;METRO ITALIA CASH&CARRY MAG.27 BRESCIA  ;B;FVE;Fattura emessa METRO ITALIA CASH&CARRY MAG.27;2014;037077;00037077;02/10/2014;02/10/2014;31/12/2014;Euro                          ;          349,25;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;037078;00037078;02/10/2014;02/10/2014;31/12/2014;Euro                          ;           75,54;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;037079;00037079;02/10/2014;02/10/2014;31/12/2014;Euro                          ;          129,12;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;037080;00037080;02/10/2014;02/10/2014;31/12/2014;Euro                          ;           70,27;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00919;LA MISOLET SRL                          ;B;FVE;Fattura emessa LA MISOLET SRL;2014;037081;00037081;02/10/2014;02/10/2014;02/12/2014;Euro                          ;           73,38;Bonifico B. 60 gg df          ;Fattura emessa                ;Agente                        ;
01215;BENNET SPA                              ;B;FVE;Fattura emessa BENNET SPA;2014;037082;00037082;03/10/2014;03/10/2014;31/12/2014;Euro                          ;        30691,30;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
01215;BENNET SPA                              ;B;FVE;Fattura emessa BENNET SPA;2014;037083;00037083;03/10/2014;03/10/2014;31/12/2014;Euro                          ;         8323,33;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00227;AUCHAN SPA                              ;B;FVE;Fattura emessa AUCHAN SPA;2014;037084;00037084;03/10/2014;03/10/2014;31/12/2014;Euro                          ;        64260,82;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00301;COOP ITALIA SOCIETA' COOPERATIVA        ;B;FVE;Fattura emessa COOP ITALIA SOCIETA' COOPERATI;2014;037085;00037085;03/10/2014;03/10/2014;28/02/2015;Euro                          ;         6596,42;Bonifico B. 120 gg fm         ;Fattura emessa                ;GD                            ;
04307;SOCEP SAS DI COLOMBO ROSSANA E ALICE    ;W;FVE;Fattura emessa SOCEP SAS DI COLOMBO ROSSANA E;2014;037086;00037086;03/10/2014;03/10/2014;30/11/2014;Euro                          ;          819,25;RI.BA   30 gg fm              ;Fattura emessa                ;Modulo Valore Più             ;
04017;A.L.A. SRL                              ;W;FVE;Fattura emessa A.L.A. SRL;2014;037087;00037087;03/10/2014;03/10/2014;31/12/2014;Euro                          ;          296,53;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
05111;AUTOFFICINA MENGHINELLI STEFANO         ;W;FVE;Fattura emessa AUTOFFICINA MENGHINELLI STEFAN;2014;037088;00037088;03/10/2014;03/10/2014;31/12/2014;Euro                          ;          222,65;RI.BA   60 gg fm              ;Fattura emessa                ;Trade                         ;
02876;BRICOFER ITALIA SPA                     ;W;FVE;Fattura emessa BRICOFER ITALIA SPA;2014;037089;00037089;03/10/2014;03/10/2014;28/02/2015;Euro                          ;          684,24;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
03700;DIMAR SPA                               ;B;FVE;Fattura emessa DIMAR SPA;2014;037090;00037090;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         2534,76;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
00927;MARKETING TREND SPA                     ;B;FVE;Fattura emessa MARKETING TREND SPA;2014;037091;00037091;03/10/2014;03/10/2014;31/12/2014;Euro                          ;         4526,20;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
03519;MONDOBRICO SRL                          ;W;FVE;Fattura emessa MONDOBRICO SRL;2014;037092;00037092;03/10/2014;03/10/2014;28/02/2015;Euro                          ;         1891,49;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
04959;OTTIMAX ITALIA SPA                      ;W;FVE;Fattura emessa OTTIMAX ITALIA SPA;2014;037093;00037093;03/10/2014;03/10/2014;28/02/2015;Euro                          ;        26257,94;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
01234;PAM PANORAMA SPA                        ;B;FVE;Fattura emessa PAM PANORAMA SPA;2014;037094;00037094;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         3748,51;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;037095;00037095;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         1331,02;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;037096;00037096;03/10/2014;03/10/2014;31/01/2015;Euro                          ;          609,41;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01990;BRICOMAN ITALIA SRL                     ;B;FVE;Fattura emessa BRICOMAN ITALIA SRL;2014;037097;00037097;03/10/2014;03/10/2014;28/02/2015;Euro                          ;         5107,77;Bonifico B. 120 gg fm         ;Fattura emessa                ;GD                            ;
03297;LILLO SPA                               ;B;FVE;Fattura emessa LILLO SPA;2014;037098;00037098;03/10/2014;03/10/2014;31/01/2015;Euro                          ;        26659,44;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
04903;ALPAKERO SRL                            ;W;FVE;Fattura emessa ALPAKERO SRL;2014;037099;00037099;03/10/2014;03/10/2014;31/12/2014;Euro                          ;          484,24;RI.BA   60 gg fm              ;Fattura emessa                ;Texaco                        ;
04903;ALPAKERO SRL                            ;W;FVE;Fattura emessa ALPAKERO SRL;2014;037100;00037100;03/10/2014;03/10/2014;31/12/2014;Euro                          ;          397,72;RI.BA   60 gg fm              ;Fattura emessa                ;Texaco                        ;
04785;ARMANDO OFFICIO & C. SAS                ;W;FVE;Fattura emessa ARMANDO OFFICIO & C. SAS;2014;037101;00037101;03/10/2014;03/10/2014;31/12/2014;Euro                          ;          790,84;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
03054;ATTILIO TRUCCO SRL                      ;W;FVE;Fattura emessa ATTILIO TRUCCO SRL;2014;037102;00037102;03/10/2014;03/10/2014;31/12/2014;Euro                          ;         2652,21;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
04214;BIASIONI FABRIZIO & C. SNC              ;W;FVE;Fattura emessa BIASIONI FABRIZIO & C. SNC;2014;037103;00037103;03/10/2014;03/10/2014;31/12/2014;Euro                          ;          494,22;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
03674;BRICO SILVANO SRL                       ;W;FVE;Fattura emessa BRICO SILVANO SRL;2014;037104;00037104;03/10/2014;03/10/2014;28/02/2015;Euro                          ;         1349,93;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02876;BRICOFER ITALIA SPA                     ;W;FVE;Fattura emessa BRICOFER ITALIA SPA;2014;037105;00037105;03/10/2014;03/10/2014;28/02/2015;Euro                          ;         1583,22;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
01990;BRICOMAN ITALIA SRL                     ;B;FVE;Fattura emessa BRICOMAN ITALIA SRL;2014;037106;00037106;03/10/2014;03/10/2014;28/02/2015;Euro                          ;        12744,10;Bonifico B. 120 gg fm         ;Fattura emessa                ;GD                            ;
03019;BRUSAMOLINO PETROLI SRL                 ;W;FVE;Fattura emessa BRUSAMOLINO PETROLI SRL;2014;037107;00037107;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         9122,00;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
04394;C.R.C. CONSORZIO RICAMBISTI CAMPANI     ;W;FVE;Fattura emessa C.R.C. CONSORZIO RICAMBISTI CA;2014;037108;00037108;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         8360,27;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
04394;C.R.C. CONSORZIO RICAMBISTI CAMPANI     ;W;FVE;Fattura emessa C.R.C. CONSORZIO RICAMBISTI CA;2014;037109;00037109;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         6053,52;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
04394;C.R.C. CONSORZIO RICAMBISTI CAMPANI     ;W;FVE;Fattura emessa C.R.C. CONSORZIO RICAMBISTI CA;2014;037110;00037110;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         6548,03;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
04394;C.R.C. CONSORZIO RICAMBISTI CAMPANI     ;W;FVE;Fattura emessa C.R.C. CONSORZIO RICAMBISTI CA;2014;037111;00037111;03/10/2014;03/10/2014;31/12/2014;Euro                          ;         6368,94;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
04394;C.R.C. CONSORZIO RICAMBISTI CAMPANI     ;W;FVE;Fattura emessa C.R.C. CONSORZIO RICAMBISTI CA;2014;037112;00037112;03/10/2014;03/10/2014;31/01/2015;Euro                          ;        16613,30;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
04317;CAAT - CONSORZIO AUTORIPARATORI         ;W;FVE;Fattura emessa CAAT - CONSORZIO AUTORIPARATOR;2014;037113;00037113;03/10/2014;03/10/2014;31/12/2014;Euro                          ;        13683,14;RI.BA   60 gg fm              ;Fattura emessa                ;Modulo Valore Più             ;
03024;CASA MIA DI BERGONZI MARIANORA          ;W;FVE;Fattura emessa CASA MIA DI BERGONZI MARIANORA;2014;037114;00037114;03/10/2014;03/10/2014;31/12/2014;Euro                          ;          371,37;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
04351;CENTRO LUBRIFICANTI DI BORSATO SILVANO  ;W;FVE;Fattura emessa CENTRO LUBRIFICANTI DI BORSATO;2014;037115;00037115;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         3425,37;RI.BA   90 gg fm              ;Fattura emessa                ;Texaco                        ;
03257;CHISARI SPA                             ;W;FVE;Fattura emessa CHISARI SPA;2014;037116;00037116;03/10/2014;03/10/2014;31/01/2015;Euro                          ;        23650,86;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
02942;CHIURLO SRL                             ;W;FVE;Fattura emessa CHIURLO SRL;2014;037117;00037117;03/10/2014;03/10/2014;30/11/2014;Euro                          ;        10524,85;RI.BA   30 gg fm              ;Fattura emessa                ;Texaco                        ;
00375;CO.F.RA. COOP. FAENTINE RAGG. S.C.R.L.  ;W;FVE;Fattura emessa CO.F.RA. COOP. FAENTINE RAGG.;2014;037118;00037118;03/10/2014;03/10/2014;28/02/2015;Euro                          ;         1896,55;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
00375;CO.F.RA. COOP. FAENTINE RAGG. S.C.R.L.  ;W;FVE;Fattura emessa CO.F.RA. COOP. FAENTINE RAGG.;2014;037119;00037119;03/10/2014;03/10/2014;28/02/2015;Euro                          ;         1513,51;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
05362;CONVENIENZA SRL                         ;B;FVE;Fattura emessa CONVENIENZA SRL;2014;037120;00037120;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         1205,74;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
01907;COOP CONS. NORDOVEST SOC. CONS. A.R.L.  ;B;FVE;Fattura emessa COOP CONS. NORDOVEST SOC. CONS;2014;037121;00037121;03/10/2014;03/10/2014;31/01/2015;Euro                          ;          939,60;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
04805;CREVACUORE PETROLI SRL                  ;W;FVE;Fattura emessa CREVACUORE PETROLI SRL;2014;037122;00037122;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         2118,97;RI.BA   90 gg fm              ;Fattura emessa                ;Texaco                        ;
02025;DRS DISTRIBUZIONE RICAMBI E SERVIZI SpA ;W;FVE;Fattura emessa DRS DISTRIBUZIONE RICAMBI E SE;2014;037123;00037123;03/10/2014;03/10/2014;31/12/2014;Euro                          ;         1094,72;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
00251;E.R.A.-ESCLUSIVITA' RAPPRESEN AUTOMO SRL;B;FVE;Fattura emessa E.R.A.-ESCLUSIVITA' RAPPRESEN;2014;037124;00037124;03/10/2014;03/10/2014;31/01/2015;Euro                          ;          556,98;Bonifico B. 90 gg fm          ;Fattura emessa                ;Texaco                        ;
00251;E.R.A.-ESCLUSIVITA' RAPPRESEN AUTOMO SRL;B;FVE;Fattura emessa E.R.A.-ESCLUSIVITA' RAPPRESEN;2014;037125;00037125;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         1782,57;Bonifico B. 90 gg fm          ;Fattura emessa                ;Texaco                        ;
04446;EDIL BRUNO SRL                          ;W;FVE;Fattura emessa EDIL BRUNO SRL;2014;037126;00037126;03/10/2014;03/10/2014;31/01/2015;Euro                          ;          793,73;RI.BA   90 gg fm              ;Fattura emessa                ;DO                            ;
05374;EMPORIO DI RIMINUCCI LUANA              ;W;FVE;Fattura emessa EMPORIO DI RIMINUCCI LUANA;2014;037127;00037127;03/10/2014;03/10/2014;31/12/2014;Euro                          ;         1123,63;RI.BA   60 gg fm              ;Fattura emessa                ;Trade                         ;
02927;ESSEGROUP SRL                           ;W;FVE;Fattura emessa ESSEGROUP SRL;2014;037128;00037128;03/10/2014;03/10/2014;31/12/2014;Euro                          ;         3700,99;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037129;00037129;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         3164,80;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037130;00037130;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         3202,26;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037131;00037131;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         2873,59;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037132;00037132;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         3237,88;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037133;00037133;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         2634,47;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037134;00037134;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         3164,80;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037135;00037135;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         3778,58;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037136;00037136;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         2759,64;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037137;00037137;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         4390,90;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037138;00037138;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         2532,72;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037139;00037139;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         2759,64;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;037140;00037140;03/10/2014;03/10/2014;31/03/2015;Euro                          ;         2759,64;RI.BA 150 gg fm               ;Fattura emessa                ;DO                            ;
04945;F.A.R.E.L. DI ROSALIA RANDAZZO & C. SAS ;W;FVE;Fattura emessa F.A.R.E.L. DI ROSALIA RANDAZZO;2014;037141;00037141;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         2650,55;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
04729;FARESIN INDUSTRIES SPA                  ;W;FVE;Fattura emessa FARESIN INDUSTRIES SPA;2014;037142;00037142;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         2135,00;RI.BA   90 gg fm              ;Fattura emessa                ;Texaco                        ;
05163;FIRMIN SRL                              ;W;FVE;Fattura emessa FIRMIN SRL;2014;037143;00037143;03/10/2014;03/10/2014;30/11/2014;Euro                          ;        10403,18;RI.BA   30 gg fm              ;Fattura emessa                ;Texaco                        ;
05308;G.E.A. GESTIONE ENERGETICA AMBIENTA SRL ;W;FVE;Fattura emessa G.E.A. GESTIONE ENERGETICA AMB;2014;037144;00037144;03/10/2014;03/10/2014;31/12/2014;Euro                          ;         3997,64;RI.BA   60 gg fm              ;Fattura emessa                ;Texaco                        ;
00669;GIMA AUTOFFICINA SDF DI QUATTRO E FLORIS;B;FVE;Fattura emessa GIMA AUTOFFICINA SDF DI QUATTR;2014;037145;00037145;03/10/2014;03/10/2014;31/01/2015;Euro                          ;          733,81;Bonifico B. 90 gg fm          ;Fattura emessa                ;Agente                        ;
01051;LUBRITEX SRL DI MARCO ROMEO             ;W;FVE;Fattura emessa LUBRITEX SRL DI MARCO ROMEO;2014;037146;00037146;03/10/2014;03/10/2014;10/01/2015;Euro                          ;         2138,37;RI.BA   60 gg fm              ;Fattura emessa                ;Modulo Valore Più             ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;037147;00037147;03/10/2014;03/10/2014;28/02/2015;Euro                          ;          773,70;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;037148;00037148;03/10/2014;03/10/2014;28/02/2015;Euro                          ;          773,70;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;037149;00037149;03/10/2014;03/10/2014;28/02/2015;Euro                          ;          773,70;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;037150;00037150;03/10/2014;03/10/2014;28/02/2015;Euro                          ;          773,70;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;037151;00037151;03/10/2014;03/10/2014;28/02/2015;Euro                          ;          773,70;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;037152;00037152;03/10/2014;03/10/2014;28/02/2015;Euro                          ;          773,70;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;037153;00037153;03/10/2014;03/10/2014;28/02/2015;Euro                          ;          773,70;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;037154;00037154;03/10/2014;03/10/2014;28/02/2015;Euro                          ;          773,70;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
01167;NORDICONAD SOC. COOP.                   ;B;FVE;Fattura emessa NORDICONAD SOC. COOP.;2014;037155;00037155;03/10/2014;03/10/2014;31/12/2014;Euro                          ;          499,91;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00250;OVAM SPA                                ;B;FVE;Fattura emessa OVAM SPA;2014;037156;00037156;03/10/2014;03/10/2014;31/12/2014;Euro                          ;         1987,26;Bonifico B. 60 gg fm          ;Fattura emessa                ;SPI                           ;
00250;OVAM SPA                                ;B;FVE;Fattura emessa OVAM SPA;2014;037157;00037157;03/10/2014;03/10/2014;31/12/2014;Euro                          ;          556,98;Bonifico B. 60 gg fm          ;Fattura emessa                ;SPI                           ;
00250;OVAM SPA                                ;B;FVE;Fattura emessa OVAM SPA;2014;037158;00037158;03/10/2014;03/10/2014;31/12/2014;Euro                          ;          556,98;Bonifico B. 60 gg fm          ;Fattura emessa                ;SPI                           ;
00250;OVAM SPA                                ;B;FVE;Fattura emessa OVAM SPA;2014;037159;00037159;03/10/2014;03/10/2014;31/12/2014;Euro                          ;         1852,98;Bonifico B. 60 gg fm          ;Fattura emessa                ;SPI                           ;
00250;OVAM SPA                                ;B;FVE;Fattura emessa OVAM SPA;2014;037160;00037160;03/10/2014;03/10/2014;31/12/2014;Euro                          ;          556,98;Bonifico B. 60 gg fm          ;Fattura emessa                ;SPI                           ;
04957;PALMERINI AUTORICAMBI SRL               ;W;FVE;Fattura emessa PALMERINI AUTORICAMBI SRL;2014;037161;00037161;03/10/2014;03/10/2014;30/11/2014;Euro                          ;         3481,88;RI.BA   30 gg fm              ;Fattura emessa                ;Texaco                        ;
00254;RIMAT SRL                               ;W;FVE;Fattura emessa RIMAT SRL;2014;037162;00037162;03/10/2014;03/10/2014;10/01/2015;Euro                          ;          632,59;RI.BA   60 gg fm              ;Fattura emessa                ;Texaco                        ;
00254;RIMAT SRL                               ;W;FVE;Fattura emessa RIMAT SRL;2014;037163;00037163;03/10/2014;03/10/2014;10/01/2015;Euro                          ;         2314,58;RI.BA   60 gg fm              ;Fattura emessa                ;Texaco                        ;
00254;RIMAT SRL                               ;W;FVE;Fattura emessa RIMAT SRL;2014;037164;00037164;03/10/2014;03/10/2014;10/01/2015;Euro                          ;         1205,60;RI.BA   60 gg fm              ;Fattura emessa                ;Texaco                        ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;037165;00037165;03/10/2014;03/10/2014;03/12/2014;Euro                          ;         1347,27;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;037166;00037166;03/10/2014;03/10/2014;03/12/2014;Euro                          ;          839,65;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;037167;00037167;03/10/2014;03/10/2014;03/12/2014;Euro                          ;         3010,67;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;037168;00037168;03/10/2014;03/10/2014;03/12/2014;Euro                          ;         1023,04;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;037169;00037169;03/10/2014;03/10/2014;03/12/2014;Euro                          ;         2351,77;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;037170;00037170;03/10/2014;03/10/2014;03/12/2014;Euro                          ;         1153,05;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
03139;SACIR EST PRODOTTI PER AUTO SRL         ;W;FVE;Fattura emessa SACIR EST PRODOTTI PER AUTO SR;2014;037171;00037171;03/10/2014;03/10/2014;31/12/2014;Euro                          ;         1947,12;RI.BA   60 gg fm              ;Fattura emessa                ;Texaco                        ;
04728;SAVIOLI ODDINO SNC DI SAVIOLI LAMBERTO&C;B;FVE;Fattura emessa SAVIOLI ODDINO SNC DI SAVIOLI;2014;037172;00037172;03/10/2014;03/10/2014;31/01/2015;Euro                          ;         2318,85;Bonifico B. 90 gg fm          ;Fattura emessa                ;Texaco                        ;
